ticker,company_name,sector,industry,company_size,source,metadata_source,metadata_source_url,metadata_as_of,business_description,flagship_products,revenue_segments,primary_customers,geographic_exposure,competitive_position,key_static_risks,exchange,currency,country,website,founded_year,headquarters,ipo_year,market_cap
DD,"DuPont de Nemours, Inc.",Industrials,Major Chemicals,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/dd,2026-06-17,"DuPont (NYSE: DD) is a global innovation leader, providing advanced solutions that help transform industries and improve everyday life across our key markets of healthcare, water, construction, and industrial.",,,,North America,,,,USD,United States,https://www.dupont.com,,"974 CENTRE ROAD,BUILDING 730, WILMINGTON, Delaware, 19805, United States",2017,19692619540.00
PPG,"PPG Industries, Inc.",Consumer Discretionary,Paints/Coatings,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/ppg,2026-06-17,"At PPG (NYSE:PPG), we work every day to develop and deliver the paints, coatings and specialty products that our customers have trusted for more than 140 years. Through dedication and creativity, we solve our customers' biggest challenges, collaborating closely to find the right path forward. With headquarters in Pittsburgh, we operate and innovate in more than 50 countries and reported net sales of $15.9 billion in 2025. We serve customers in construction, consumer products, industrial and transportation markets and aftermarkets. To learn more, visit www.ppg.com.",,,,North America,,,,USD,United States,https://www.ppg.com,,"ONE PPG PLACE, PITTSBURGH, Pennsylvania, 15272, United States",,26892885000.00
VMC,Vulcan Materials Company,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/vmc,2026-06-17,"Vulcan Materials Company, a member of the S&P 500 Index with headquarters in Birmingham, Alabama, is the nation's largest supplier of construction aggregates - primarily crushed stone, sand and gravel - and a major producer of aggregates-based construction materials, including asphalt and ready-mixed concrete.",,,,North America,,,,USD,United States,https://www.vulcanmaterials.com,,"1200 URBAN CENTER DRIVE, BIRMINGHAM, Alabama, 35242, United States",,39034162055.00
MLM,"Martin Marietta Materials, Inc.",Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/mlm,2026-06-17,"Martin Marietta, a member of the S&P 500 Index, is an American-based company and a leading supplier of aggregates and other building materials. Through a network of operations spanning 28 states, Canada and The Bahamas, dedicated Martin Marietta teams supply the resources necessary for building the solid foundations on which our communities thrive. Martin Marietta's Specialties business provides high-purity magnesia and dolomitic lime products used worldwide in environmental, industrial, agricultural and specialty applications.",,,,North America,,,,USD,United States,https://www.martinmarietta.com,,"4123 PARKLAKE AVENUE, RALEIGH, North Carolina, 27612, United States",1994,36368839463.00
ALB,Albemarle Corporation,Industrials,Major Chemicals,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/alb,2026-06-17,"Albemarle Corporation (NYSE: ALB) is a world leader in transforming essential resources into critical ingredients for mobility, energy, connectivity and health. We partner to pioneer new ways to move, power, connect and protect with people and planet in mind. A reliable and high-quality global supply of lithium and bromine allows us to deliver advanced solutions for our customers. Learn more about how the people of Albemarle are enabling a more resilient world at Albemarle.com.",,,,North America,,,,USD,United States,https://www.albemarle.com,,"4250 CONGRESS STREET,SUITE 900, CHARLOTTE, North Carolina, 28209, United States",,19590124878.00
EMN,Eastman Chemical Company,Industrials,Major Chemicals,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/emn,2026-06-17,"Founded in 1920, Eastman is a global specialty materials company that produces a broad range of products found in items people use every day. With the purpose of enhancing the quality of life in a material way, Eastman works with customers to deliver innovative products and solutions while maintaining a commitment to safety and sustainability. The company's innovation-driven growth model takes advantage of world-class technology platforms, deep customer engagement, and differentiated application development to grow its leading positions in attractive end markets such as transportation, building and construction, and consumables. As a globally inclusive and diverse company, Eastman employs approximately 14,000 people around the world and serves customers in more than 100 countries. The company had 2021 revenues of approximately $10.",,,,North America,,,,USD,United States,https://www.eastman.com,,"200 SOUTH WILCOX DRIVE, KINGSPORT, Tennessee, 37662, United States",,8379565069.00
CE,Celanese Corporation,Industrials,Major Chemicals,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/ce,2026-06-17,"Celanese is a global leader in chemistry, producing specialty material solutions used across most major industries and consumer applications. Our businesses use our chemistry, technology and commercial expertise to create value for our customers, employees and shareholders. We support sustainability by responsibly managing the materials we create and growing our portfolio of sustainable products to meet customer and societal demand. We strive to make a positive impact in our communities and to foster inclusivity across our teams. Celanese Corporation is a Fortune 500 company that employs approximately 11,000 employees worldwide with 2025 net sales of $9.5 billion.",,,,North America,,,,USD,United States,https://www.celanese.com,,"222 W. LAS COLINAS BLVD.,SUITE 900N, IRVING, Texas, 75039-5421, United States",2005,5694775650.00
CF,"CF Industries Holdings, Inc.",Industrials,Agricultural Chemicals,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/cf,2026-06-17,"At CF Industries, our mission is to provide clean energy to feed and fuel the world sustainably. With our employees focused on safe and reliable operations, environmental stewardship, and disciplined capital and corporate management, we are on a path to decarbonize our ammonia production network - the world's largest - to enable low-carbon hydrogen and nitrogen products for energy, fertilizer, emissions abatement and other industrial activities. Our manufacturing complexes in the United States, Canada, and the United Kingdom, an unparalleled storage, transportation and distribution network in North America, and logistics capabilities enabling a global reach underpin our strategy to leverage our unique capabilities to accelerate the world's transition to clean energy.",,,,North America,,,,USD,United States,https://www.cfindustries.com,,"2375 WATERVIEW DRIVE, NORTHBROOK, Illinois, 60062, United States",2005,16221715042.00
MOS,Mosaic Company (The),Industrials,Agricultural Chemicals,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/mos,2026-06-17,"The Mosaic Company (NYSE:MOS) helps the world grow the food it needs. Headquartered in Tampa, Florida, Mosaic is a leading producer and marketer of potash and phosphate fertilizer which are essential inputs for the world's farmers. Through the Mosaic Biosciences platform, the company is advancing the next generation of biological solutions designed to improve nutrient use efficiency, strengthen crop performance, and support more sustainable agricultural systems. As a Fortune 500 company with 13,000 employees serving customers in more than 40 countries, Mosaic is helping build resilient and productive food systems for the future.",,,,North America,,,,USD,United States,https://www.mosaicco.com,,"101 EAST KENNEDY BLVD.,SUITE 2500, TAMPA, Florida, 33602, United States",,6894093708.00
IFF,"International Flavors & Fragrances, Inc.",Industrials,Major Chemicals,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/iff,2026-06-17,"International Flavors & Fragrances is the largest specialty ingredients producer globally. The company sells ingredients for the food, beverage, health, household goods, personal care, and pharmaceutical industries. The company makes proprietary formulations, partnering with customers to deliver custom solutions. The nourish segment, which generates roughly half of revenue, is a leading flavor producer and also sell texturants, plant-based proteins, and other ingredients. The health and biosciences business, which generates around one fourth of revenue, is a global leader in probiotics and enzymes. IFF is also one of the leading fragrance producers in the world. The firm also sells pharmaceutical ingredients such as excipients and time-release polymers.",,,,North America,,,,USD,United States,https://www.iff.com,,"521 WEST 57TH STREET, NEW YORK, New York, 10019, United States",,19875375373.00
FMC,FMC Corporation,Industrials,Major Chemicals,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/fmc,2026-06-17,"FMC Corporation is a global agricultural sciences company dedicated to helping growers produce food, feed, fiber and fuel for an expanding world population while adapting to a changing environment. FMC's innovative crop protection solutions - including biologicals, crop nutrition, digital and precision agriculture - enable growers and crop advisers to address their toughest challenges economically while protecting the environment. FMC is committed to discovering new herbicide, insecticide and fungicide active ingredients, product formulations and pioneering technologies that are consistently better for the planet.",,,,North America,,,,USD,United States,https://www.fmc.com,,"2929 WALNUT STREET, PHILADELPHIA, Pennsylvania, 19104, United States",,1450525492.00
BALL,Ball Corporation,Industrials,Containers/Packaging,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/ball,2026-06-17,"Ball Corporation (NYSE: Ball) is the global leader in sustainable aluminum packaging solutions, serving a robust portfolio of customers in the beverage, personal care and household products industries. With 16,000 employees in more than 65 manufacturing plants and facilities worldwide, Ball reported 2025 net sales of $13.16 billion.",,,,North America,,,,USD,United States,https://www.ball.com,,"9200 W. 108TH CIRCLE,P.O. BOX 5000, WESTMINSTER, Colorado, 80021-2510, United States",,15492884475.00
AVY,Avery Dennison Corporation,Consumer Discretionary,Containers/Packaging,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/avy,2026-06-17,"Avery Dennison Corporation (NYSE: AVY) is a global materials science and digital identification solutions company. We are Making Possible products and solutions that help advance the industries we serve, providing branding and information solutions that optimize labor and supply chain efficiency, reduce waste and mitigate loss, advance sustainability, circularity and transparency and better connect brands and consumers. We design and develop labeling and functional materials, radio-frequency identification (RFID) inlays and tags, software applications that connect the physical and digital and offerings that enhance branded packaging and carry or display information that improves the customer experience. Serving industries worldwide - including home and personal care, apparel, general retail, e-commerce, logistics, food and grocery, pharmaceuticals and automotive - we employ approximately 35,000 employees in more than 50 countries. Our reported sales in 2025 were $8.9 billion.",,,,North America,,,,USD,United States,https://www.averydennison.com,,"8080 NORTON PARKWAY, MENTOR, Ohio, 44060, United States",,12385323139.00
PKG,Packaging Corporation of America,Consumer Discretionary,Containers/Packaging,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/pkg,2026-06-17,"Packaging Corp of America is the fourth- largest containerboard and corrugated packaging manufacturer in the United States. It produces roughly 4 million tons of containerboard annually. The company's share of the domestic containerboard market is about 10%. It differentiates itself from larger competitors by focusing on smaller customers and operating with a high degree of flexibility. Its three reportable segments: Packaging, Paper and Corporate and Other.",,,,North America,,,,USD,United States,https://www.packagingcorp.com,,"1 N. FIELD COURT, LAKE FOREST, Illinois, 60045, United States",2000,20452594419.00
IP,International Paper Company,Materials,Paper,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/ip,2026-06-17,"International Paper creates sustainable packaging solutions that enable our customers, teammates and shareowners to thrive in an ever-changing world. We are a leader in corrugated packaging, partnering with customers across industries to protect what matters most, strengthen supply chains and create lasting value.",,,,North America,,,,USD,United States,https://www.internationalpaper.com,,"6400 POPLAR AVENUE, MEMPHIS, Tennessee, 38197, United States",,19142038610.00
WRK,,,,blue_chip,sp500,,,,,,,,,,,,,,,,,,
SEE,,,,blue_chip,sp500,,,,,,,,,,,,,,,,,,
AMCR,Amcor plc,Consumer Discretionary,Miscellaneous manufacturing industries,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/amcr,2026-06-17,"Amcor is the global leader in developing and producing responsible consumer packaging and dispensing solutions across a variety of materials for nutrition, health, beauty and wellness categories. Our global product innovation and sustainability expertise enables us to solve packaging challenges around the world every day, producing a range of flexible packaging, rigid packaging, cartons and closures that are more sustainable, functional and appealing for our customers and their consumers. We are guided by our purpose of elevating customers, shaping lives and protecting the future. Supported by a commitment to safety, over 75,000 people generate $23 billion in annualized sales from operations that span over 400 locations in more than 40 countries. NYSE: AMCR; ASX: AMC www.amcor.",,,,Europe,,,,USD,United Kingdom,https://www.amcor.com,,"83 TOWER ROAD NORTH, WARMLEY, BS30 8XP, Switzerland",2019,19150358480.00
CTVA,"Corteva, Inc.",Consumer Staples,Farming/Seeds/Milling,blue_chip,sp500,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/ctva,2026-06-17,"Corteva, Inc. (NYSE: CTVA) is a global pure-play agriculture company that combines industry-leading innovation, high-touch customer engagement and operational execution to profitably deliver solutions for the world's most pressing agriculture challenges. Corteva generates advantaged market preference through its unique distribution strategy, together with its balanced and globally diverse mix of seed, crop protection, and digital products and services. With some of the most recognized brands in agriculture and a technology pipeline well positioned to drive growth, the Company is committed to maximizing productivity for farmers, while working with stakeholders throughout the food system as it fulfills its promise to enrich the lives of those who produce and those who consume, ensuring progress for generations to come.",,,,North America,,,,USD,United States,https://www.corteva.com,,"9330 ZIONSVILLE ROAD, INDIANAPOLIS, Indiana, 46268, United States",2019,51412193400.00
SMCI,"Super Micro Computer, Inc.",Technology,Computer Manufacturing,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/smci,2026-06-17,"Supermicro (NASDAQ: SMCI) is a global leader in Application-Optimized Total IT Solutions. Founded and operating in San Jose, California, Supermicro is committed to delivering first-to-market innovation for Enterprise, Cloud, AI, and 5G Telco/Edge IT Infrastructure. We are a Total IT Solutions provider with server, AI, storage, IoT, switch systems, software, and support services. Supermicro's motherboard, power, and chassis design expertise further enables our development and production, enabling next-generation innovation from cloud to edge for our global customers. Our products are designed and manufactured in-house (in the US, Taiwan, and the Netherlands), leveraging global operations for scale and efficiency and optimized to improve TCO and reduce environmental impact (Green Computing).",,,,North America,,,,USD,United States,https://www.supermicro.com,,"980 ROCK AVENUE, SAN JOSE, California, 95131, United States",2020,17573448044.00
PSTG,,,,mid_cap,midcap400,,,,,,,,,,,,,,,,,,
RBRK,"Rubrik, Inc.",Technology,Computer Software: Prepackaged Software,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/rbrk,2026-06-17,"Rubrik (NYSE: RBRK), the Security and AI Operations Company, leads at the intersection of data protection, cyber resilience, and enterprise AI acceleration. Rubrik Security Cloud delivers complete cyber resilience by securing, monitoring, and recovering data, identities, and workloads across clouds. Rubrik Agent Cloud accelerates trusted AI agent deployments at scale by monitoring and auditing agentic actions, enforcing real-time guardrails, fine-tuning for accuracy and undoing agentic mistakes.",,,,North America,,,,USD,United States,https://www.rubrik.com,,"3495 DEER CREEK ROAD, PALO ALTO, California, 94304, United States",2024,14239220196.00
OKTA,"Okta, Inc.",Technology,Computer Software: Prepackaged Software,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/okta,2026-06-17,"Okta, Inc. is The Worlds Identity Company. We secure AI, machine, and human identity so everyone is free to safely use any technology. Our workforce and customer solutions empower businesses and developers to protect their AI agents, users, employees, and partners while driving security, efficiencies, and innovation. Learn why the worlds leading brands trust Okta for authentication, authorization, and more at okta.com.",,,,North America,,,,USD,United States,https://www.okta.com,,"100 FIRST STREET,SUITE 600, SAN FRANCISCO, California, 94105, United States",2017,20208582329.00
ZS,"Zscaler, Inc.",Technology,EDP Services,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/zs,2026-06-17,"Zscaler (NASDAQ: ZS) is a pioneer and global leader in zero trust security. The world's largest businesses, critical infrastructure organizations, and government agencies rely on Zscaler to secure users, branches, applications, data & devices, and to accelerate digital transformation initiatives. Distributed across 160+ data centers globally, the Zscaler Zero Trust Exchange platform combined with advanced AI combats billions of cyber threats and policy violations every day and unlocks productivity gains for modern enterprises by reducing costs and complexity.",,,,North America,,,,USD,United States,https://www.zscaler.com,,"120 HOLGER WAY, SAN JOSE, California, 95134, United States",2018,20574302866.00
DDOG,"Datadog, Inc.",Technology,Computer Software: Prepackaged Software,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/ddog,2026-06-17,"Datadog is the leading observability and security platform for the AI era, providing businesses with unified visibility across the technology stack to manage complexity at scale. It brings applications, infrastructure, data, models, and security into one place, using AI to detect and resolve issues before they impact customers. Trusted globally by Fortune 500 companies and high-growth AI leaders, Datadog enables businesses to move faster with clarity and confidence.",,,,North America,,,,USD,United States,https://www.datadog.com,,"620 8TH AVENUE,45TH FLOOR, NEW YORK, New York, 10018, United States",2019,82265959280.00
MDB,"MongoDB, Inc.",Technology,Computer Software: Prepackaged Software,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/mdb,2026-06-17,"Headquartered in New York, MongoDB's mission is to empower innovators to create, transform, and disrupt industries with software and data. MongoDB's unified, intelligent data platform was built to power the next generation of applications, and MongoDB is the most widely available, globally distributed database on the market. With integrated capabilities for operational data, search, real-time analytics, and AI-powered retrieval, MongoDB helps organizations everywhere move faster, innovate more efficiently, and simplify complex architectures. Millions of developers and more than 67,000 customers across almost every industry-including approximately 75% of the Fortune 100-rely on MongoDB for their most important applications. To learn more, visit https://mongodb.com.",,,,North America,,,,USD,United States,https://www.mongodb.com,,"1633 BROADWAY,38TH FLOOR, NEW YORK, New York, 10019, United States",2017,28055460457.00
NET,"Cloudflare, Inc.",Technology,Computer Software: Prepackaged Software,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/net,2026-06-17,"Cloudflare, Inc. (NYSE: NET) is the leading connectivity cloud company. It empowers organizations to make their employees, applications and networks faster and more secure everywhere, while reducing complexity and cost. Cloudflare's connectivity cloud delivers the most full-featured, unified platform of cloud-native products and developer tools, so any organization can gain the control they need to work, develop, and accelerate their business. Powered by one of the world's largest and most interconnected networks, Cloudflare blocks billions of threats online for its customers every day. It is trusted by millions of organizations - from the largest brands to entrepreneurs and small businesses to nonprofits, humanitarian groups, and governments across the globe.",,,,North America,,,,USD,United States,https://www.cloudflare.com,,"101 TOWNSEND STREET, SAN FRANCISCO, California, 94107, United States",2019,81640105768.00
SNOW,Snowflake Inc.,Technology,Computer Software: Prepackaged Software,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/snow,2026-06-17,"Snowflake is the platform for the AI era, making it easy for enterprises to innovate faster and get more value from data. More than 13,900 customers around the globe, including hundreds of the world's largest companies, use Snowflake's AI Data Cloud to build, use and share data, applications and AI. With Snowflake, data and AI are transformative for everyone.",,,,North America,,,,USD,United States,https://www.snowflake.com,,"135 CONSTITUTION DRIVE, MENLO PARK, California, 94025, United States",2020,82601712000.00
PATH,"UiPath, Inc.",Technology,Computer Software: Prepackaged Software,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/path,2026-06-17,"UiPath (NYSE: PATH) is a leader in agentic business orchestration and automation, trusted by organizations worldwide to transform enterprise complexity into intelligent, secure operations where AI agents reason, robots act, and people lead. Built for the modern enterprise and the world's most regulated industries, UiPath integrates automation, orchestration, AI, and testing into governed, scalable workflows-unlocking innovation at the speed of business while delivering the controls and compliance enterprise leaders demand. Visit www.uipath.com for more information.",,,,North America,,,,USD,United States,https://www.uipath.com,,"ONE VANDERBILT AVENUE,60TH FLOOR, NEW YORK, New York, 10017, United States",2021,5450625198.00
CFLT,,,,mid_cap,midcap400,,,,,,,,,,,,,,,,,,
GTLB,GitLab Inc.,Technology,Computer Software: Prepackaged Software,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/gtlb,2026-06-17,"GitLab is the intelligent orchestration platform for DevSecOps. GitLab enables organizations to increase developer productivity, improve operational efficiency, reduce security and compliance risk, and accelerate digital transformation. More than 50 million registered users and approximately 50% of the Fortune 100* trust GitLab to ship better, more secure software faster.",,,,North America,,,,USD,United States,https://www.about.gitlab.com,,United States,2021,4697109000.00
ESTC,Elastic N.V.,Technology,Computer Software: Prepackaged Software,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/estc,2026-06-17,"Elastic (NYSE: ESTC), the Search AI Company, integrates its deep expertise in search technology with artificial intelligence to help everyone transform all of their data into answers, actions, and outcomes. Elastic's Search AI Platform - the foundation for its search, observability, and security solutions - is used by thousands of companies, including more than 50% of the Fortune 500. Learn more at elastic.co.",,,,North America,,,,USD,United States,https://www.elastic.co,,United States,2018,6248532660.00
PTC,PTC Inc.,Technology,Computer Software: Prepackaged Software,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/ptc,2026-06-17,"PTC (NASDAQ: PTC) is a global software company that enables industrial and manufacturing companies to digitally transform how they design, manufacture, and service the physical products that the world relies on. Headquartered in Boston, Massachusetts, PTC employs over 7,000 people and supports more than 30,000 customers globally.",,,,North America,,,,USD,United States,https://www.ptc.com/en,,"121 SEAPORT BOULEVARD, BOSTON, Massachusetts, 02210, United States",,13650474380.00
MANH,"Manhattan Associates, Inc.",Technology,Computer Software: Prepackaged Software,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/manh,2026-06-17,"Manhattan Associates is a global technology leader, providing supply chain and omnichannel commerce solutions with unmatched AI capabilities. We design, build and offer best-in-class, AI-powered, cloud-based solutions that drive resilience and efficiency for businesses. We enable enterprises to uniquely unify front-end sales with back-end supply chain execution. Our commitment to innovation, cloud-native platform and API-first architecture create simpler experiences and faster paths to value for our customers. We empower them to preempt and react to emerging trends and global disruptions with technical expertise and operational confidence, transforming challenges into competitive advantage.",,,,North America,,,,USD,United States,https://www.manh.com,,"2300 WINDY RIDGE PARKWAY,TENTH FLOOR, ATLANTA, Georgia, 30339, United States",1998,8247545519.00
SAMSN,,,,mid_cap,midcap400,,,,,,,,,,,,,,,,,,
COUP,,,,mid_cap,midcap400,,,,,,,,,,,,,,,,,,
BILL,"BILL Holdings, Inc.",Technology,EDP Services,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/bill,2026-06-17,"BILL (NYSE: BILL) is the intelligent finance platform trusted by nearly half a million businesses and their accountants to manage, move, and maximize their money. BILL powers businesses ranging from fast-moving startups to growing companies with complex operations. We use AI to deliver strategic finance capabilities in one integrated platform that includes AP, AR, expenses, forecasting, procurement and more. With a member network of more than 8 million, BILL's platform processes ~1% of US GDP annually. Headquartered in San Jose, California, BILL is a trusted partner of leading U.S. financial institutions, accounting firms, and software providers. For more information, visit bill.com.",,,,North America,,,,USD,United States,https://www.bill.com,,"6220 AMERICA CENTER DRIVE,SUITE 100, SAN JOSE, California, 95002, United States",2019,3354417765.00
PAYC,"Paycom Software, Inc.",Technology,Computer Software: Prepackaged Software,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/payc,2026-06-17,"Paycom Software, Inc. (NYSE: PAYC) is a cloud-based human capital management software provider that allows organizations of all sizes across the U.S. and internationally to set numerous HR and payroll tasks to 'automatic' through employee-first technology. Built on a truly single database, Paycom's full-solution automation manages the entire employment life cycle, helping organizations streamline processes and improve data accuracy. With its industry-first AI engine, IWant, Paycom provides instant access to accurate employee data without requiring users to navigate or learn the software. For over 25 years, Paycom has been repeatedly recognized by third-party reviewers as a leading payroll and HCM solution.",,,,North America,,,,USD,United States,https://www.paycom.com,,"7501 W. MEMORIAL ROAD, OKLAHOMA CITY, Oklahoma, 73142, United States",2014,6150649139.00
WEX,WEX Inc.,Consumer Discretionary,Business Services,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/wex,2026-06-17,"WEX (NYSE: WEX) is the global commerce platform that simplifies the business of running a business. WEX has created a powerful ecosystem that offers seamlessly embedded, personalized solutions for its customers around the world. Through its rich data and specialized expertise in simplifying benefits, reimagining mobility, and paying and getting paid, WEX aims to make it easy for companies to overcome complexity and reach their full potential.",,,,North America,,,,USD,United States,https://www.wexinc.com,,"1 HANCOCK STREET, PORTLAND, Maine, 04101, United States",,4550887132.00
PCTY,Paylocity Holding Corporation,Technology,Computer Software: Prepackaged Software,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/pcty,2026-06-17,"Headquartered in Schaumburg, IL, Paylocity (NASDAQ: PCTY) is an award-winning provider of HCM, Finance, and IT software solutions. Paylocity offers one unified, easy-to-use platform that helps businesses across HR, Finance, and IT streamline operations, manage spend and talent, and build culture and connection-with AI embedded directly into everyday workflows to save time, reduce manual effort, and support better decisions. Known for its unique culture and consistently recognized as one of the best places to work, Paylocity accompanies its clients on the journey to create great workplaces and help all employees achieve their best.",,,,North America,,,,USD,United States,https://www.paylocity.com,,"1400 AMERICAN LANE, SCHAUMBURG, Illinois, 60173, United States",2014,5585180690.00
GWRE,"Guidewire Software, Inc.",Technology,Computer Software: Prepackaged Software,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/gwre,2026-06-17,"Guidewire is the platform P&C insurers trust to engage, innovate, and grow efficiently. More than 570 insurers in 43 countries, from new ventures to the largest and most complex in the world, rely on Guidewire products. With core systems leveraging data and analytics, digital, and artificial intelligence, Guidewire defines cloud platform excellence for P&C insurers. We are proud of our unparalleled implementation record, with 1,700+ successful projects supported by the industry's largest R&D team and SI partner ecosystem. Our marketplace represents the largest partner community in P&C, where customers can access hundreds of applications to accelerate integration, localization, and innovation.",,,,North America,,,,USD,United States,https://www.guidewire.com,,"970 PARK PL,SUITE 200, SAN MATEO, California, 94403, United States",2012,9779292515.00
ALTR,,,,mid_cap,midcap400,,,,,,,,,,,,,,,,,,
DT,"Dynatrace, Inc.",Technology,Computer Software: Prepackaged Software,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/dt,2026-06-17,"Dynatrace (NYSE: DT) is advancing observability for today's digital businesses, helping to transform the complexity of modern digital ecosystems into powerful business assets. By leveraging AI-powered insights, Dynatrace enables organizations to analyze, automate, and innovate faster to drive their business forward.",,,,North America,,,,USD,United States,https://www.dynatrace.com,,"280 CONGRESS STREET,11TH FLOOR, BOSTON, Massachusetts, 02210, United States",2019,12084583890.00
BSY,"Bentley Systems, Incorporated",Technology,Computer Software: Prepackaged Software,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/bsy,2026-06-17,"Around the world, infrastructure professionals rely on software from Bentley Systems to help them design, build, and operate better and more resilient infrastructure for transportation, water, energy, cities, and more. Founded in 1984 by engineers for engineers, Bentley is the partner of choice for engineering firms and owner-operators worldwide, with software that spans engineering disciplines, industry sectors, and all phases of the infrastructure lifecycle. Through our digital twin solutions, we help infrastructure professionals unlock the value of their data to transform project delivery and asset performance.",,,,North America,,,,USD,United States,https://www.bentley.com,,"685 STOCKTON DRIVE, EXTON, Pennsylvania, 19341, United States",2020,9165545655.00
SSNC,"SS&C Technologies Holdings, Inc.",Technology,Computer Software: Prepackaged Software,mid_cap,midcap400,nasdaq_screener|nasdaq_company_profile,https://www.nasdaq.com/market-activity/stocks/ssnc,2026-06-17,"SS&C is a global provider of services and software for the financial services and healthcare industries. Founded in 1986, SS&C is headquartered in Windsor, Connecticut, and has offices around the world. More than 23,000 financial services and healthcare organizations, from the world's largest companies to small and mid-market firms, rely on SS&C for expertise, scale and technology.",,,,North America,,,,USD,United States,https://www.ssctech.com,,"80 LAMBERTON ROAD, WINDSOR, Connecticut, 06095, United States",2010,16420064779.00
